artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
BROODS,Sleep Baby Sleep,0.577,0.54,0,-7.247,1,0.0443,0.0725,5.26e-05,0.134,0.395,153.933,180068,4
The Deep Dark Woods,The Place I Left Behind,0.49,0.463,9,-8.455,1,0.0326,0.159,0.0771,0.117,0.409,125.989,244840,4
Liz Longley,Rescue My Heart,0.273,0.252,5,-11.117,0,0.0342,0.715,0.00168,0.146,0.0412,74.586,205615,3
The National,I Need My Girl,0.523,0.438,0,-11.49,0,0.0356,0.867,0.0723,0.123,0.106,126.028,245240,4
Liza Anne,"I Love You, But I Need Another Year",0.253,0.617,11,-7.118,0,0.0678,0.105,0.00155,0.156,0.288,169.036,222600,4
Lucy Dacus,Dream State...,0.295,0.278,7,-9.867,1,0.0288,0.113,0.469,0.127,0.109,84.137,210614,4
King Charles,Loose Change for the Boatman,0.267,0.672,4,-4.65,1,0.0373,0.0589,0.00026,0.102,0.143,170.152,242253,4
Lucy Dacus,Night Shift,0.48,0.31,9,-7.887,1,0.0258,0.312,1.47e-05,0.113,0.16,86.149,391829,4
Henry Jamison,Through a Glass (Quartet Version),0.244,0.263,3,-9.099,1,0.0359,0.837,0.00521,0.114,0.24,79.413,233439,4
Liza Anne,Lost,0.441,0.394,0,-9.047,1,0.0286,0.873,0.00261,0.106,0.098,84.255,236834,4
Baths,Voyeur,0.543,0.441,1,-10.389,0,0.0532,0.604,0.341,0.145,0.448,75.011,219560,4
Billie Marten,In for the Kill,0.58,0.237,9,-10.641,0,0.0321,0.971,0.000536,0.343,0.242,75.058,235892,4
Lo-Fang,Boris,0.571,0.315,2,-12.991,1,0.0506,0.713,0.00156,0.0927,0.169,121.638,217840,4
Amy Macdonald,This Is The Life,0.51,0.883,1,-5.026,0,0.0418,0.255,0,0.0633,0.871,190.162,184413,4
Nancy Sinatra,Bang Bang - My Baby Shot Me Down,0.458,0.12,5,-22.644,0,0.0512,0.984,0.0993,0.111,0.372,125.035,160440,5
First Aid Kit,Emmylou,0.513,0.616,6,-5.828,1,0.0294,0.462,0.000121,0.1,0.392,88.251,258000,4
AURORA,Runaway,0.422,0.302,11,-9.214,1,0.0372,0.629,7.83e-05,0.104,0.123,114.089,248827,4
Milky Chance,Stolen Dance,0.879,0.574,11,-8.794,1,0.037,0.405,0.00015,0.0913,0.682,114.001,311333,4
Tina Dico,Someone You Love,0.476,0.37,1,-8.805,1,0.0278,0.759,0.000888,0.0987,0.236,154.822,221097,4
RY X,Berlin,0.394,0.0655,7,-20.418,1,0.0384,0.963,0.154,0.107,0.0387,137.065,174172,4
Angus & Julia Stone,Draw Your Swords,0.695,0.296,9,-9.864,0,0.0282,0.16,0.000139,0.0848,0.0713,114.078,395600,4
SYML,Fear of the Water,0.46,0.208,7,-17.635,0,0.0302,0.954,0.882,0.118,0.151,93.031,245813,4
Silences,Santa Cruz,0.532,0.503,11,-9.911,1,0.0329,0.0777,0,0.111,0.286,114.903,251282,4
Kid Cudi,Handle With Care,0.583,0.396,1,-9.91,0,0.185,0.543,6.45e-05,0.172,0.73,96.468,225027,4
flora cash,When Pleasure Fails,0.439,0.387,3,-9.158,0,0.0446,0.899,0.00167,0.111,0.398,79.658,194327,4
flora cash,Roses On Your Dress,0.48,0.55,4,-6.941,0,0.0303,0.374,0.0146,0.131,0.0765,140.02,204784,4
flora cash,Mother To Child,0.69,0.225,1,-12.791,0,0.0295,0.953,0.343,0.101,0.318,79.96,190500,4
Elsa & Emilie,Run,0.465,0.511,7,-7.305,0,0.0296,0.346,0.0187,0.138,0.117,141.98,221920,4
First Aid Kit,The Lion's Roar,0.485,0.532,9,-5.848,0,0.0298,0.144,6.92e-06,0.0986,0.199,123.41,307000,3
Tim Schou,Novocaine,0.552,0.3,4,-9.635,1,0.0522,0.587,0,0.233,0.116,110.04,195381,4
BANNERS,Ghosts,0.502,0.326,0,-7.145,1,0.0261,0.381,0,0.0889,0.068,77.03,250947,4
Susanne Sundfør,White Foxes,0.496,0.381,1,-8.956,1,0.0269,0.000628,0.000625,0.0603,0.0573,84.973,256453,4
Angus Powell,Hole in My Heart,0.503,0.418,11,-16.29,0,0.0712,0.745,0.00042,0.253,0.117,150.546,169360,4
Choir Of Young Believers,Hollow Talk,0.329,0.352,2,-9.936,0,0.0291,0.619,0.0153,0.141,0.3,125.395,321173,4
deadmau5,Raise Your Weapon,0.507,0.696,1,-7.531,1,0.0764,0.0147,0.00178,0.0976,0.0681,139.996,504360,4
Lorde,Liability,0.604,0.224,10,-11.118,0,0.113,0.925,0,0.134,0.326,84.109,172061,4
Zayde Wølf,Walk Through the Fire (feat. Ruelle),0.214,0.514,5,-6.57,0,0.0399,0.443,6.55e-06,0.113,0.199,74.997,216000,4
Sleeping At Last,Ruby Blue,0.286,0.222,0,-11.683,0,0.0581,0.97,1.33e-06,0.111,0.209,205.726,191118,4
Imagine Dragons,Demons,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,177507,4
Milky Chance,Flashed Junk Mind,0.839,0.84,11,-8.721,1,0.0474,0.389,0.0319,0.114,0.904,117.98,262000,4
Sam Smith,"Fire On Fire - From ""Watership Down""",0.584,0.407,1,-7.356,0,0.046,0.476,0,0.18,0.341,115.124,246735,4
George Ogilvie,October,0.685,0.53,5,-7.25,1,0.0325,0.574,0,0.0845,0.19,117.985,307401,4
BANNERS,Start A Riot,0.535,0.728,10,-4.008,0,0.033,0.0135,0,0.133,0.376,144.022,215333,4
Seafret,Oceans - BBC Live Version,0.488,0.312,0,-10.277,1,0.0382,0.816,8.02e-06,0.108,0.157,135.31,208853,3
William Crighton,Smile,0.321,0.58,1,-9.937,1,0.0341,0.0602,0.146,0.253,0.329,113.791,362280,4
Brooke Annibale,Hold On,0.284,0.446,8,-11.035,0,0.0341,0.162,0.0749,0.166,0.148,117.387,229933,3
Ailbhe Reddy,Distrust,0.343,0.426,3,-7.112,0,0.0303,0.256,0.00218,0.0857,0.135,111.158,213350,4
The Cranberries,Joe,0.362,0.526,5,-8.099,1,0.0289,0.138,3.6e-05,0.207,0.195,64.463,201573,4
Röyksopp,Running to the Sea,0.547,0.89,6,-5.493,0,0.0403,0.00854,0.22,0.0834,0.302,122.914,294886,4
Sofia Karlberg,Crazy in Love,0.54,0.499,2,-8.73,0,0.0544,0.519,0,0.157,0.316,120.055,190250,4
James Blunt,Bonfire Heart,0.575,0.821,0,-5.7,1,0.0527,0.181,0,0.124,0.449,118.021,238000,4
The Amazing,The Strangest Thing,0.51,0.198,2,-16.713,1,0.0307,0.715,0.242,0.0817,0.352,62.398,185800,4
SYML,Where's My Love - Piano Solo,0.539,0.0511,3,-16.503,1,0.0588,0.989,0.928,0.127,0.135,179.994,274493,4
Freya Ridings,Lost Without You,0.409,0.137,6,-9.169,1,0.0446,0.928,0,0.0706,0.106,162.08,225076,1
SYML,The Bird,0.418,0.484,2,-10.385,1,0.0304,0.37,0.46,0.111,0.0311,109.011,274347,4
SYML,Hurt for Me,0.548,0.046,11,-17.929,0,0.0587,0.968,0.000157,0.1,0.176,72.867,219480,3
Racoon Racoon,Young Wolves,0.657,0.304,7,-9.275,0,0.0314,0.841,4.28e-05,0.113,0.391,114.924,187760,4
RY X,Love Like This,0.376,0.13,11,-14.972,1,0.0328,0.968,0.687,0.105,0.0586,125.97,250701,4
Mary Glenn,Dancefloor,0.554,0.0138,6,-22.37,1,0.0462,0.982,0.000795,0.215,0.143,121.751,322479,4
Sanders Bohlke,Smalltown Boy,0.385,0.264,0,-13.353,0,0.034,0.981,0.00677,0.163,0.356,113.955,309863,4
James Horner,Never an Absolution,0.14,0.0299,2,-29.573,1,0.0398,0.969,0.787,0.233,0.0386,63.936,182973,5
James Horner,Rose,0.168,0.0393,5,-24.569,1,0.0395,0.86,0.942,0.131,0.0387,112.426,172520,3
Lisa Gerrard,Now We Are Free,0.328,0.219,9,-18.595,1,0.0337,0.579,0.0991,0.104,0.0387,138.022,254293,4
John Williams,Episode I - Duel of The Fates,0.44,0.433,2,-17.453,0,0.0412,0.934,0.811,0.273,0.216,79.952,254360,4
John Williams,The Imperial March (Darth Vader's Theme),0.566,0.389,7,-11.345,1,0.0301,0.772,0.44,0.165,0.26,102.983,182973,4
John Williams,"Theme From Jurassic Park - From ""Jurassic Park"" Soundtrack",0.144,0.132,10,-19.115,1,0.0333,0.946,0.779,0.115,0.0627,102.283,207427,3
John Williams,Harry Potter and the Philospher's Stone - Harry's Wonderful World,0.264,0.303,0,-12.487,1,0.0314,0.958,0.905,0.226,0.162,103.209,314613,3
Royal Philharmonic Orchestra,"End Credits (From ""Indiana Jones and the Temple of Doom"")",0.249,0.479,10,-11.202,1,0.0401,0.846,0.804,0.0543,0.236,87.473,407013,4
Hans Zimmer,Why so Serious?,0.32,0.257,2,-18.484,1,0.0529,0.256,0.903,0.176,0.0282,95.983,554027,4
Hans Zimmer,Aggressive Expansion,0.323,0.134,2,-19.25,0,0.0364,0.492,0.797,0.145,0.0351,95.254,275400,4
Hans Zimmer,Agent of Chaos,0.296,0.199,0,-19.913,0,0.0384,0.484,0.788,0.116,0.0406,80.341,415293,4
Howard Shore,Concerning Hobbits,0.488,0.0629,2,-21.524,1,0.0342,0.843,0.406,0.133,0.175,104.311,175040,4
Howard Shore,Many Meetings,0.0623,0.1,0,-20.607,1,0.0459,0.982,0.934,0.116,0.0359,64.791,185427,4
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",0.581,0.0549,10,-20.514,0,0.0397,0.559,0,0.0718,0.234,152.037,300840,4
Hans Zimmer,Molossus,0.478,0.484,8,-16.423,1,0.0511,0.149,0.803,0.139,0.0395,102.86,289307,4
Hans Zimmer,Up Is Down,0.276,0.434,7,-14.679,1,0.0574,0.251,0.923,0.0946,0.114,96.647,162200,3
The Piano Guys,Mission Impossible (feat. Lindsey Stirling),0.566,0.614,9,-7.967,0,0.0497,0.186,0.825,0.0693,0.384,99.918,225120,5
James Horner,The Portrait,0.297,0.0214,5,-32.398,1,0.0658,0.995,0.934,0.0652,0.132,212.349,283227,4
The City of Prague Philharmonic Orchestra,"End Titles (From ""Braveheart"")",0.162,0.104,7,-18.54,1,0.0394,0.759,0.753,0.0867,0.0363,135.102,426507,4
James Horner,"Unable to Stay, Unwilling to Leave",0.0859,0.171,5,-22.351,1,0.0379,0.79,0.0554,0.0817,0.0517,84.169,236493,3
John Williams,Anakin vs. Obi-Wan,0.322,0.374,0,-16.153,1,0.0371,0.818,0.884,0.0999,0.114,92.444,237213,4
John Williams,Across the Stars,0.109,0.0988,0,-22.704,1,0.0387,0.871,0.906,0.11,0.054,85.612,333307,4
Hans Zimmer,Rise,0.121,0.319,2,-16.991,0,0.0372,0.528,0.862,0.0932,0.0399,94.89,435867,4
Hans Zimmer,One Day,0.15,0.278,2,-16.605,0,0.039,0.694,0.959,0.107,0.0367,83.532,241560,4
Nicholas Hooper,"Dumbledore's Farewell (""Harry Potter & The Half-Blood Prince"")",0.13,0.0641,9,-21.991,0,0.0477,0.353,0.883,0.181,0.0357,65.35,142253,3
John Williams,"Star Wars, Episode IV ""A New Hope"": Main Theme",0.245,0.321,5,-14.278,1,0.0379,0.865,0.855,0.156,0.142,116.931,350333,4
Hans Zimmer,A Way of Life,0.0923,0.031,2,-29.351,0,0.0454,0.895,0.916,0.0766,0.0344,86.636,483707,5
Johnny Klimek,Meeting Laura,0.16,0.338,5,-17.088,1,0.0369,0.952,0.91,0.0969,0.0574,58.095,255147,3
Patrick Doyle,Harry in Winter,0.175,0.248,11,-16.707,0,0.0423,0.559,0.966,0.189,0.0396,110.447,174440,3
James Newton Howard,The Hanging Tree,0.213,0.0743,9,-18.071,0,0.0408,0.344,3.45e-05,0.212,0.145,53.863,218507,4
Hans Zimmer,Day One,0.132,0.0176,9,-27.762,0,0.0362,0.927,0.964,0.0729,0.0624,95.979,199423,3
London Music Works,"Go the Distance (Instrumental) [From ""Hercules""]",0.246,0.183,9,-15.182,1,0.0355,0.74,0.457,0.0974,0.151,90.117,196627,4
Harry Gregson-Williams,The Prince Of Persia,0.29,0.381,7,-17.713,1,0.0404,0.555,0.908,0.107,0.0378,91.59,320347,3
Harry Gregson-Williams,Battle at Aslan's How,0.293,0.744,0,-9.355,1,0.0577,0.263,0.873,0.155,0.237,77.446,317760,4
Regina Spektor,The Call,0.349,0.101,10,-15.676,1,0.032,0.934,0.000156,0.0777,0.325,181.403,188880,4
Andrew Lloyd Webber,The Phantom of the Opera - Single Album Version,0.446,0.614,2,-12.176,0,0.0557,0.146,4.71e-06,0.115,0.311,119.994,214427,4
Mel Ashton,Fly,0.231,0.108,1,-24.465,0,0.0438,0.982,0.855,0.102,0.12,165.007,278533,3
Jonas Kvarnström,Intouchables (Una Mattina),0.327,0.0751,9,-22.442,0,0.039,0.989,0.843,0.0914,0.155,145.033,403455,4
John Williams,Cantina Band,0.688,0.582,0,-10.536,1,0.149,0.161,0.00147,0.0532,0.754,131.501,166973,4
Alan Silvestri,Night At The Museum,0.193,0.275,8,-16.929,1,0.0354,0.847,0.682,0.209,0.0585,105.278,155827,4
Howard Shore,Old Friends - Extended Version,0.373,0.0519,7,-17.877,1,0.0338,0.849,0.666,0.137,0.0387,103.878,301156,4
John Williams,Prologue: Book II and the Escape from the Dursleys,0.133,0.187,0,-19.716,1,0.0375,0.916,0.889,0.142,0.0552,73.394,211880,3
John Williams,Fawkes the Phoenix,0.106,0.181,2,-17.969,1,0.0342,0.964,0.853,0.407,0.0593,61.02,225667,4
John Williams,Harry's Wondrous World,0.178,0.266,0,-13.791,1,0.0331,0.873,0.917,0.0979,0.191,84.537,301880,4
Patrick Doyle,Hogwarts' March,0.782,0.173,0,-18.543,1,0.0471,0.986,0.899,0.0753,0.861,123.683,163520,4
Best Movie Soundtracks,Twilight: River Flows In You,0.363,0.105,9,-24.422,1,0.0444,0.986,0.91,0.103,0.188,137.967,167233,4
Hans Zimmer,Mombasa,0.511,0.834,9,-13.307,0,0.0312,0.00266,0.813,0.514,0.341,144.987,294361,4
John Williams,"Flying Theme (From ""E.T. the Extra-Terrestrial"")",0.218,0.19,7,-20.281,1,0.0355,0.772,0.749,0.133,0.0695,78.962,222773,3
The Academy Orchestra,The Social Network,0.276,0.0874,2,-29.113,1,0.0388,0.917,0.963,0.0622,0.052,77.786,253933,4
Hans Zimmer,I'm Not a Hero,0.3,0.289,10,-17.109,1,0.0557,0.688,0.683,0.0772,0.0492,129.673,394440,4
John Paesano,The Maze Runner,0.183,0.468,2,-14.334,0,0.0462,0.629,0.862,0.112,0.0915,144.973,169893,4
Hans Zimmer,It's So Overt It's Covert,0.53,0.235,11,-11.017,1,0.115,0.725,0.297,0.122,0.743,127.723,199533,4
Hans Zimmer,For God and for Country,0.238,0.559,5,-10.931,1,0.0605,0.152,0.952,0.141,0.0392,137.02,293747,4
Hans Zimmer,Look to the Stars,0.0746,0.128,5,-26.45,1,0.0402,0.879,0.871,0.104,0.0345,77.79,173800,4
Hans Zimmer,The End?,0.648,0.701,4,-10.987,1,0.138,0.187,0.892,0.213,0.559,77.255,146187,4
Klaus Badelt,Barbossa Is Hungry,0.259,0.532,4,-8.953,0,0.038,0.0709,0.934,0.107,0.124,133.864,246120,4
Danny Elfman,Main Title,0.235,0.562,9,-10.732,0,0.0483,0.602,0.943,0.161,0.15,123.697,209907,3
Harald Kloser,The Day After Tomorrow - The Day After Tomorrow,0.0933,0.227,9,-19.694,0,0.0363,0.803,0.915,0.105,0.0367,88.358,208693,4
Hans Zimmer,Introduce a Little Anarchy,0.213,0.515,2,-13.76,1,0.06,0.368,0.883,0.078,0.0478,156.033,221973,4
Howard Shore,"The Breaking of the Fellowship (feat. ""In Dreams"")",0.131,0.137,2,-20.553,1,0.0387,0.934,0.485,0.087,0.0465,78.577,440800,4
Howard Shore,The Riders of Rohan,0.0829,0.301,7,-14.301,1,0.0418,0.746,0.851,0.112,0.0752,171.288,245533,4
Howard Shore,The Fields of the Pelenor,0.0875,0.401,2,-15.308,1,0.0416,0.335,0.839,0.089,0.0384,167.103,206000,4
The City of Prague Philharmonic Orchestra,"The Fellowship (From ""The Lord of the Rings: The Fellowship of the Ring"")",0.0703,0.23,11,-15.329,0,0.0407,0.843,0.955,0.275,0.0543,68.915,352467,4
John Williams,The Throne Room/End Title,0.31,0.456,0,-8.993,1,0.0352,0.644,0.897,0.0831,0.231,120.417,337387,4
Harry Gregson-Williams,Arrival at Aslan's How,0.0899,0.162,6,-17.184,1,0.0427,0.936,0.986,0.0689,0.0308,74.038,177267,5
Mychael Danna,Pi's Lullaby,0.404,0.189,1,-19.332,1,0.0312,0.864,0.0446,0.293,0.113,86.068,222693,1
Phil Harris,The Bare Necessities,0.786,0.249,0,-18.28,1,0.0694,0.76,0,0.195,0.568,102.925,291813,4
"John Debney, Alan Silvestri, Royal Scottish National Orchestra",Back To The Future - Back To The Future,0.208,0.4,8,-13.02,1,0.0387,0.765,0.896,0.186,0.115,105.826,210960,3
John Williams,Star Wars and the Revenge of the Sith - Medley,0.299,0.453,5,-14.43,1,0.0666,0.596,0.862,0.162,0.249,97.598,451453,3
James Horner,Jake's first flight,0.194,0.19,9,-24.078,1,0.0434,0.32,0.246,0.0737,0.0386,103.604,289960,3
Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",0.543,0.485,8,-6.85,1,0.0305,0.558,0,0.12,0.371,136.961,223840,4
John Williams,Harry's Wondrous World,0.227,0.264,0,-14.905,1,0.0325,0.881,0.9,0.114,0.228,84.986,321067,4
John Williams,Hedwig's Theme,0.156,0.162,2,-17.101,0,0.036,0.897,0.691,0.111,0.077,73.407,309093,4
Nicholas Hooper,Professor Umbridge,0.479,0.267,4,-17.335,0,0.041,0.699,0.722,0.339,0.108,140.217,152600,4
John Williams,The Hologram/Binary Sunset - Medley,0.199,0.12,1,-23.71,0,0.0427,0.946,0.809,0.118,0.0391,85.62,248427,1
John Williams,Rey's Theme,0.193,0.157,9,-16.516,0,0.0347,0.978,0.9,0.0803,0.144,101.686,191067,4
Alan Silvestri,Back To The Future Theme,0.333,0.372,8,-13.609,1,0.0337,0.255,0.0236,0.29,0.0773,76.75,198093,4
John Williams,"Main Title ""Somewhere in My Memory"" (From ""Home Alone"") - Voice",0.164,0.0719,2,-18.535,1,0.0355,0.969,0.317,0.0788,0.0784,74.352,293533,4
Hans Zimmer,This Is My World,0.062,0.0246,0,-20.375,1,0.044,0.969,0.969,0.0913,0.0352,58.751,385173,4
Hans Zimmer,Beautiful Lie,0.122,0.0551,8,-22.896,1,0.0333,0.844,0.875,0.0794,0.0389,80.975,227267,4
John Powell,Test Drive,0.24,0.574,2,-9.453,1,0.0415,0.0228,0.918,0.311,0.258,113.367,156307,4
John Powell,Forbidden Friendship,0.28,0.288,6,-15.158,1,0.0351,0.844,0.914,0.498,0.377,129.276,251093,4
John Powell,Coming Back Around,0.197,0.809,4,-7.481,1,0.0718,0.129,0.719,0.0472,0.117,113.277,171227,4
Hans Zimmer,Mountains,0.251,0.0575,9,-16.985,0,0.0293,0.605,0.922,0.098,0.0371,95.947,219093,4
Hans Zimmer,Once Upon A Time In Africa,0.345,0.538,7,-8.524,1,0.0604,0.815,0.829,0.142,0.454,141.487,224133,4
Hans Zimmer,Rescue Me,0.834,0.534,7,-11.506,1,0.0468,0.164,0.905,0.0921,0.728,142.003,216200,4
Hans Zimmer,Discombobulate,0.748,0.581,7,-10.486,1,0.0609,0.209,0.904,0.0578,0.537,142.025,144933,4
Hans Zimmer,Jack Sparrow,0.42,0.324,9,-14.7,0,0.0556,0.748,0.839,0.0723,0.33,183.019,366179,3
Howard Shore,The Battle of the Pelennor Fields,0.175,0.399,4,-14.865,0,0.0501,0.473,0.959,0.0799,0.069,120.942,250040,5
Nicholas Hooper,Dumbledore's Army,0.337,0.119,7,-21.437,1,0.0382,0.793,0.794,0.161,0.209,80.265,160253,4
Lorne Balfe,Assassins Creed Theme,0.152,0.409,0,-14.528,0,0.0582,0.7,0.813,0.14,0.0373,99.952,283840,4
Cinescore,"Solomon (from ""12 Years A Slave"") - Cover Version",0.0973,0.223,4,-12.969,0,0.0439,0.901,0.818,0.306,0.0297,88.705,213773,3
Hans Zimmer,The Red Capes Are Coming,0.238,0.104,4,-21.457,0,0.0372,0.434,0.82,0.0676,0.0399,108.008,211987,4
La La Land Cast,"Another Day Of Sun - From ""La La Land"" Soundtrack",0.584,0.752,8,-6.689,1,0.058,0.018,3.73e-06,0.647,0.791,125.797,228173,4
Emma Stone,"Someone In The Crowd - From ""La La Land"" Soundtrack",0.618,0.542,0,-9.155,0,0.193,0.0915,1.18e-05,0.223,0.273,127.91,259613,4
Ryan Gosling,"A Lovely Night - From ""La La Land"" Soundtrack",0.3,0.487,7,-8.635,1,0.0515,0.342,0.00295,0.125,0.502,165.794,236507,4
Justin Hurwitz,"Summer Montage / Madeline - From ""La La Land"" Soundtrack",0.588,0.499,7,-6.655,1,0.0278,0.0887,0.863,0.287,0.685,107.722,124640,4
Harry Gregson-Williams,His Day Is Up,0.169,0.0459,7,-20.624,1,0.0398,0.697,0.57,0.0453,0.0345,112.612,165653,3
Harry Gregson-Williams,Rumpel's Kingdom,0.115,0.359,7,-13.077,1,0.0508,0.537,0.779,0.0628,0.0335,55.937,263067,4
Harry Gregson-Williams,All Is Revealed,0.13,0.0852,0,-17.423,1,0.0402,0.906,0.952,0.0454,0.0384,75.915,196960,1
James Newton Howard,Newt Says Goodbye to Tina / Jacob’s Bakery,0.307,0.0414,0,-23.551,1,0.0387,0.966,0.792,0.0757,0.0782,110.062,206729,4
James Newton Howard,Main Titles - Fantastic Beasts and Where to Find Them Theme,0.216,0.308,0,-16.493,1,0.0535,0.473,0.734,0.0879,0.0364,80.051,174729,3
Danny Elfman,Alice's Theme,0.417,0.415,9,-12.66,0,0.0365,0.926,0.662,0.0815,0.126,119.984,307227,4
Michael Giacchino,Married Life,0.278,0.0675,0,-20.946,1,0.04,0.97,0.732,0.0812,0.112,82.626,250573,3
Ennio Morricone,"The Good, The Bad and The Ugly - Il Buono, Il Brutto, Il Cattivo (Titles)",0.326,0.895,2,-4.987,0,0.139,0.626,0.843,0.109,0.0679,107.613,162387,4
Henry Mancini,Pink Panther Theme,0.613,0.0715,0,-15.619,1,0.0357,0.546,0.0648,0.0941,0.158,115.508,161600,4
Steve Jablonsky,Arrival to Earth,0.103,0.384,0,-16.401,0,0.0556,0.549,0.897,0.111,0.0747,79.262,326773,4
Alan Menken,Overture,0.147,0.448,0,-9.636,1,0.0368,0.752,0.875,0.353,0.153,71.812,185560,4
Theodore Shapiro,It All Runs Together,0.162,0.0473,11,-21.013,1,0.0412,0.947,0.761,0.125,0.0372,66.496,243093,4
John Powell,Toothless Found,0.206,0.367,0,-12.924,0,0.0449,0.576,0.966,0.0821,0.0388,113.103,225093,4
John Powell,Flying with Mother,0.426,0.369,0,-14.007,1,0.0322,0.0266,0.32,0.334,0.489,99.989,168427,3
John Powell,Losing Mom / Meet the Good Alpha,0.112,0.16,3,-18.613,1,0.0401,0.8,0.937,0.19,0.0382,153.206,203227,4
John Powell,See You Tomorrow,0.44,0.608,9,-10.299,0,0.0578,0.212,0.871,0.121,0.212,122.985,233453,4
John Williams,Platform Nine-and-Three-Quarters and the Journey to Hogwarts,0.257,0.0492,0,-25.527,1,0.0405,0.921,0.862,0.131,0.0469,110.067,194040,4
Japan Ground Self Defense Force Central Band,HIGHLIGHTS FROM HOWL'S MOVING CASTLE,0.279,0.0791,2,-20.411,0,0.0373,0.97,0.946,0.109,0.0568,100.813,498707,3
John Williams,Anakin's Betrayal,0.162,0.182,9,-18.427,0,0.0372,0.877,0.941,0.107,0.0378,64.417,243667,3
Thomas Newman,Define Dancing,0.458,0.386,1,-13.752,1,0.0295,0.806,0.886,0.12,0.0972,98.925,143373,4
Phantasialand,Chiapas Theme - The Budapest Film Orchestra,0.459,0.684,9,-5.96,1,0.0357,0.4,0.757,0.105,0.0393,119.909,180244,4
Chuck Berry,You Never Can Tell,0.605,0.837,7,-10.059,1,0.114,0.754,4.11e-05,0.3,0.93,157.225,161947,4
James Newton Howard,London,0.443,0.165,2,-20.735,0,0.0307,0.658,0.927,0.358,0.106,78.882,158613,3
John Williams,A Window to the Past,0.212,0.0443,9,-24.6,0,0.0434,0.954,0.537,0.0998,0.139,106.632,234040,1
Hans Zimmer,Supermarine,0.534,0.87,4,-13.195,0,0.0445,0.103,0.819,0.0892,0.168,120.005,483360,4
Hans Zimmer,This Land,0.13,0.271,7,-14.813,1,0.0419,0.482,0.622,0.0734,0.172,95.645,175533,3
John Williams,March of the Resistance,0.608,0.401,7,-9.592,0,0.0298,0.865,0.944,0.169,0.494,101.961,155907,4
Kyle Dixon & Michael Stein,Kids,0.437,0.129,7,-17.954,0,0.0381,0.211,0.872,0.347,0.0671,119.985,158000,4
Michael Giacchino,The Glory Days,0.234,0.249,5,-14.169,0,0.0397,0.745,0.111,0.212,0.119,79.0,213000,4
Hans Zimmer,No Time for Caution,0.265,0.226,9,-20.197,0,0.0466,0.053,0.94,0.122,0.0386,119.88,246272,4
John Williams,The Battle of Crait,0.205,0.443,2,-11.603,1,0.0509,0.768,0.913,0.362,0.0937,75.355,407693,4
John Williams,Main Title and Escape,0.152,0.448,10,-10.575,1,0.0464,0.742,0.82,0.116,0.0934,77.14,445560,3
John Williams,Canto Bight,0.468,0.348,2,-13.454,0,0.0495,0.496,0.00113,0.117,0.305,127.17,157600,4
Hans Zimmer,Monochromatic Friends,0.419,0.424,7,-10.427,1,0.0393,0.766,0.25,0.099,0.196,119.168,182733,4
Hans Zimmer,Foofie,0.349,0.0957,0,-20.141,1,0.0339,0.976,0.941,0.0643,0.132,150.121,159733,4
The Piano Guys,Let It Go,0.602,0.667,8,-7.55,1,0.0317,0.809,0.892,0.109,0.489,140.038,241840,4
Hans Zimmer,Lost but Won,0.328,0.698,2,-10.076,0,0.0539,0.0325,0.645,0.312,0.135,160.017,376520,4
Hans Zimmer,Maestro,0.18,0.219,0,-14.296,1,0.0343,0.895,0.939,0.565,0.07,150.209,233707,3
Pyotr Ilyich Tchaikovsky,"The Nutcracker, Op. 71: No. 2 March",0.524,0.112,4,-24.557,0,0.0434,0.986,0.603,0.373,0.385,73.858,146000,4
James Newton Howard,Eptesicus,0.122,0.0691,7,-27.167,0,0.0389,0.829,0.937,0.0864,0.0375,150.345,260067,4
Daniel Pemberton,Escape From East Berlin,0.723,0.874,9,-10.075,1,0.0501,0.0717,0.396,0.274,0.428,113.028,265947,4
Arif Murakami,Alene,0.67,0.64,1,-5.266,0,0.0696,0.773,7.94e-05,0.131,0.631,109.012,208279,4
Cezinando,Selv du,0.514,0.51,9,-8.455,0,0.0351,0.0388,0,0.206,0.188,159.724,245840,4
Cezinando,Tommelen på vekta,0.699,0.277,1,-12.514,1,0.314,0.856,4.66e-06,0.109,0.448,74.137,209107,4
Cezinando,Ingenting blir det samme men samme for meg,0.669,0.438,0,-11.689,1,0.15,0.127,3.56e-05,0.128,0.231,89.962,246107,4
Zak Abel,Unstable,0.696,0.717,11,-4.158,0,0.0334,0.0117,0,0.1,0.396,105.975,225637,4
Zak Abel,All I Ever Do (Is Say Goodbye),0.629,0.859,11,-3.127,0,0.0273,0.0215,0,0.217,0.507,106.016,180059,4
dvsn,Hallucinations,0.765,0.398,7,-8.993,0,0.037,0.0681,8.48e-06,0.14,0.348,95.976,246294,4
Cezinando,Jeg bare synes du skulle ha hørt på meg (feat. Unge Ferrari),0.756,0.555,0,-8.546,1,0.0601,0.333,0,0.387,0.532,120.014,245187,4
Cezinando,Heia meg,0.806,0.6,0,-10.575,1,0.109,0.314,0,0.211,0.845,120.017,181960,4
